city,hotel_star_rating,latitude,longitude,property_address,property_name,rating,price
Dharamshala,1 star,0,0,"Dharamshala ,",Holiday Villa,1,1198
Nainital,1 star,29.37593,79.463853,"Jagdish Sah rooms and cottages , Tallital, Nainital",MOHINI INN NAINITAL,1,2295
Madurai,1 star,0,0,"Sivaganga Road ,",Royal Garden,1,1013
Nainital,2 star,29.3957,79.4431,"Armadale Compound, Jahangirabad Palace , Mallital",Hotel Relax Inn,2,1654
Muvattupuzha,1 star,0,0,"Prasad Road, East Kadathy Mrkt , Muvattupuzha",Wetzler Hotels and Resorts,1,1450
Ambaji,2 star,24.332569,72.847749,"OPP BUS STAND , AMBAJI TEMPLE ROAD",Hotel Ellora by Sky Stays,2,1117
Dapoli,1 star,17.738318,73.200362,"Jaalgaon , Dapoli",Chira Meadows Eco Resort,1,1739
Dharamshala,3 star,32.110225,76.278195,"opp bus stand kangra , kangra highway",Hotel Sidharth,3,2116
Dwarika,1 star,0,0,"Shivrajsinh Road , , Near DwarkadishTemple , Dwarka",Hotel Damji,1,1398
Firozabad,1 star,0,0,"NH-2 Etah Road,, Shikohabad , NH-2 Etah Road,, Shikohabad",Green Park Hotel,1,1396
Indore,2 star,22.630185,75.611115,"Sector-3, Sagar Kuti Chaurah, Opp. AVTEC Ltd. Pithampur , Opp. AVTEC Ltd. Pithampur",Monarch Hotel,2,1680
Dharamshala,1 star,32.1943,76.3462,"Yol Road, State Highway 17, , Dharamshala, Himachal Pradesh",Dharamshala Paradise,1,1128
Hassan,2 star,0,0,"KIADB Industrial Growth Centre , Flat No 114, 116, 117, HN Pu",La Flora Pavanputra Resort and Spa,2,1471
Varanasi,1 star,0,0,"NH-56, Airport Road Near Sammukh Hospital, Babatpur Varanasi ,",K J Internationa Hotel,1,1197
Udaipur,2 star,24.590661,73.678077,"5,B Alkapuri, Fateh sagar Lake , Fatehsagar",Hotel Rampratap Palace,2,1009
Mahbubnagar,1 star,0,0,"House No 2-6-1/3, Khosgi Road, Mahabubnagar Ho, Mahabubnagar ,",Ganesh Lodge,1,1833
Udaipur,2 star,24.580311,73.682573,"339, Ashoka Haveli, Gangaur Ghat Marg , Gangaur Ghat Marg",Gangaur Palace,2,1469
MountAbu,1 star,0,0,"near taxi stand,rotary circul,rajendra marg , mount abu",hotel ganesh,1,1360
Indore,2 star,22.747,75.8962,"Plot No - 15, PU4, Scheme 54, Vijaynagar , Vijaynagar",Hotel Silver Shed,2,1803
Udaipur,4 star,24.586243,73.710702,"Lakecity Mall, University Road , Ashok Nagar, Main Road",Radisson Udaipur,4,2197
Dharamshala,1 star,32.232534,76.324266,"Near Dalai Lama Temple chock ,",Sai Cottage,1,1117
Uttarkashi,3 star,30.879923,78.0846,"har ki doon road, purola , uttarkashi",hotel classic view,3,1640
Nainital,4 star,29.385067,79.529405,"Shyamkhet, Ramgarh Road,Bhowali , Near Airforce Station,Bhowali",UNA Comfort Misty Oaks Bhowali,4,2805
Dharamshala,2 star,32.219041,76.323402,"Naddi, Upper Dharamshala,Distt. Kangra , Naddi",Hotel Victoriya Palace,2,2035
Udaipur,4 star,24.593977,73.769706,"Plot No.10, Nr. Maa Gayatri Hospital, Pratap Nagar Airport Road, Udaipur (Raj), India , Maa Gayatri Hospital",GenX Valley View Udaipur,4,2070
Udaipur,1 star,24.581022,73.680417,"out side chandpole,hanuman ghat area ,",Hanuman Ghat Hotel,1,1254
Gwalior,1 star,26.195151,78.151249,"Hotel Golden Square,Roxypul, kampoo,lashkar,gwalior,kampoo ,",Hotel Golden Square,1,1391
Udaipur,2 star,24.577271,73.700755,"Hotel Street, Opp Central Bus Stand, Udaipole ,",Hotel Savera,2,1242
Khandwa,1 star,0,0,"Khandwa Road, Khargone ,",Hotel Yuvraj,1,1684
Madurai,1 star,0,0,"Kurudikaran Salai , Annanagar",anussya apartments,1,1472
Tirupati,3 star,13.629096,79.42332,"P.No. 177, T.P. Area, Tirupati , T P Area",Kalyan Residency,3,2029
Dharamshala,3 star,32.219678,76.320933,"Bhagsunag, Dharamkot Road, Mcleodganj, Dharamshala. , Bhagsunag, Mcleodganj",Hotel The Oak Valley,3,1813
Dharamshala,1 star,32.230755,76.312096,"Mcleodganj Road , Mcleodganj Road",Hotel Stella Fresh,1,2284
Udaipur,5 star,24.568297,73.641034,"Sisarma,Udaipur ,",Fateh Garh Resort,5,2880
Chikmagalur,1 star,13.496349,75.802511,"Kambihalli Estate, Santaveri P ,",Halli Berri,1,2191
Varanasi,1 star,25.318506,83.000785,"Hotel Basant Chetganj, 221001 Varanasi, Near Basant Bar , Varanasi",Hotel Basant,1,2186
Udaipur,1 star,24.532391,73.713259,"Titerdi Jaisamand Road Near , Near St Marry School, Udaipur",Umaid Villa,1,1040
Udaipur,3 star,24.571694,73.648137,"Bujra Road, Kalarohi, Udaipur , Udaipur",Devra - Mahindra Homestays,3,1347
Chikmagalur,1 star,13.320756,75.772382,"IG CROSS ROAD ,",Rest Inn,1,1499
Dharamshala,1 star,32.242844,76.331741,"VPO Bhagsu Nag Teh , Dharamshala Distt Kangra",Sangam Hotel and Restaurant,1,1522
Udaipur,1 star,24.578729,73.682821,"91, Nao Ghat Road , Near City Palace",Shiva Guest House,1,1382
Udaipur,1 star,24.580397,73.679513,"39 OutSide Chandpole , Hanuman Ghat, Bagor Ka Nohra,",The Royal Lake View Villa,1,1697
Tirupati,1 star,13.628411,79.425877,"Opp Bus Stand Road , Opp Bus Stand Road",Vikram Hotel,1,1278
Udaipur,2 star,24.564884,73.72567,"1-KA-15, HIRAN MAGRI, SEC-5, NARAYAN SEVA SANSTHAN ROAD ,",Meenakshi Hotel,2,1951
WeekendGetawaysAroundHyderabad,3 star,15.8343,78.0411,"40/839, SBI Circle , opposite childrens park",DVR Mansion,3,1966
Balasore,1 star,21.499561,86.923108,"Hotel Barjorjis Banjara , OLD TRUNCK ROAD",BARJORJIS BANJARA,1,1175
Muvattupuzha,1 star,0,0,"Geojith residency, Muvattupuzha ,",Geojith residency,1,1997
Tirupati,1 star,13.634343,79.511238,"D.No. 17-28-23/1, Opp. RTO checkpost,Renigunta, Bypass Road, Tirupati , Renigunta",Hotel K R Bhavan,1,1977
Tirupati,3 star,13.627527,79.429031,"Near Railway Flyover,Next to Reliance Mart, Renigunta Road , Renigunta Road, Tirupati",Minerva Grand,3,1029
Udaipur,1 star,24.5885,73.7055,"Boheda House, Kalaji Goraji, , Udaipur",Sun Heritage Home,1,1329
Chikmagalur,1 star,0,0,"AVATHI , CHIKMAGALUR",Avathi Homestay,1,2172
Udaipur,1 star,24.580202,73.683628,"74 Gangour Ghat Marg , Gangour Ghat Marg",Bhanwar Vilas Guest House,1,1912
Dharamshala,1 star,32.22671,76.316985,"Cantt Road , District Kangra",Hotel Sagar,1,1378
Udaipur,3 star,24.573236,73.693351,"II Ambavgarh Near, Ayurvedic College , Ayurvedic College",Kurabar Kothi,3,1019
New Delhi And NCR,2,28.643318,77.210509,"2261-64, Rajguru Road, Chuna Mandi, Paharganj paharganj",Roxy Deluxe,2,1737
Allepey,3,9.486718,76.338415,palluthuruthy,Riverland Leisures Houseboat,3,1627
New Delhi And NCR,3,28.462186,76.918124,"Behind Maharishi Vidya Mandir School , Near Sultanpur Lake Noida",Golden Creepers Farm Holidays,3,1419
New Delhi And NCR,5,28.52863,77.272515,"Plot No,1, Community Centre Okhla Phase-1,South Delhi",Crowne Plaza Okhla,5,3477
Goa,2,15.271716,73.958361,"Rajadhyax Tower, Behind Bank of India, Near Margao Municipal Council Cine Lata Road Margao",Hotel Om Shiv,2,1895
Agra,5,27.167792,78.048928,Taj East Gate Road 0.6 km from Taj Mahal,The Oberoi Amarvilas,5,2955
Anand,1,22.559179,72.973003,"Kanewal Lake, Kha,khsar Village, Taluka Tarapur, Dist Anand Gujarat-388 001",Safar Retreat,1,1789
New Delhi And NCR,2,28.565,77.221834,C- 10 2nd Floor South Extension Part 2,Sun Villa  South Ext 2,2,1866
Wayanad,1,11.54229585,76.04047833,Old Vythiri Wayanad,Girassol Serviced Villa,1,1957
Agra,5,27.156385,78.059543,"Taj Nagri, Phase 2, Fatehabad Road Agra",Courtyard by Marriott Agra,5,4160
Goa,3,0,0,RR ORG (Rievera hermitage double tree by Hilton Arpora - Baga) RR ORG (Rievera hermitage double tree by Hilton Arpora - Baga) North Goa,Studio Service Apartments - Arpora,3,1780
Ajmer,3,26.453897,74.633067,Plaza Cinema Road Ajmer,Hotel Plaza Inn,3,2149
Jaipur,1,26.922287,75.796788,"11, Hathi Babu Ka Hatta, Opp Polovictory Cinema, St Road, Jaipur",Hotel Aishwarya,1,1598
Veraval,1,0,0,2ND AKAR COMPLEX ST ROAD VERAVAL,HOTEL KAVERI,1,1552
New Delhi And NCR,2,28.490658,77.084398,M 11A/1 Dlf Phase II Behind DLF Square Buliding,Hotel Smart Inn,2,1539
New Delhi And NCR,3,28.545609,77.123047,"L- 322, Mahipalpur, Near to IGI Airport, NH 8, Before Hotel Radission, New Delhi, Delhi 110037 NH-08 NEW DELHI",Hotel Saptagiri,3,2116
Mumbai,3,19.198414,72.974173,"Edulji Road,Opp MTNL Exchange, Charai,Thane",Hotel Divya International,3,1948
Bangalore,1,12.988585,77.547767,"NO 79, 1st stage, 5th phase, west of chord thammaiaa road ,shivanagar",Sunil Residency,1,1693
Goa,1,0,0,"Villa Goa Raj , Behind St Joseph School Arpora, Parra , Goa",Diakon Holidays,1,1871
Goa,1,15.25579,73.923877,"Lotus Hermitage Resort, Benaulim Beach, Benaulim",TripThrill Lotus Hermitage Apartment,1,1278
Agra,1,27.158808,78.001229,"144, SARDAR AWTAR SINGH ROAD AGRA CANTT, AGRA-282001",Awtar Mansion,1,1289
Goa,1,0,0,"H/No65/9, Escrivao Vaddo Calangute",JOHNS Guest House,1,1775
New Delhi And NCR,1,0,0,"8A/29, W E A, Channa Market, Karol Bagh",Maan K,1,1492
Allepey,2,9.490809,76.323597,"Rubber factory junction, Bazaar P.O, Civil Station ward Civil Station ward",Seaside Residency,2,2290
Bangalore,1,13.028614,77.544948,"8,3rd Cross, Sri Raghavendra Off Tumkur Road,Near RNS Motor",Hotel Venkat Presidency,1,1341
Pune,4,18.520296,73.876594,"1, Bund Garden Road, Opp SGS Mall Camp",Hotel Sagar Plaza,4,3679
New Delhi And NCR,1,28.47853,77.098187,"H-33/40, DLF city phase 1 DLF Phase - 1, Gurgaon",Hotel Casagrand,1,1966
New Delhi And NCR,3,28.5444,77.2444,"E-2, East of Kailash, Opposite Metro Pillar no.71, Main Road Lala lajpat Rai Marg East Of Kailash, South Delhi",The Solace,3,1940
Goa,1,15.375473,73.841859,"Silk Cotton Resort61, Sea View Estate,Bogmalo Road,Chicolna, Goa 403801 Goa",Stay in a Homestay in Bogmalo,1,2257
Goa,1,15.625626,73.730846,"Laxmi Guest House, House No 942/B Vithal Das Vaddo, Near Pleasure Beach Resort, Morjim, Pernem, Goa",Laxmi Guest House,1,1175
New Delhi And NCR,3,28.647347,77.19283,"10175/1, Behind Bikanerwala, near Gurudwara Rd Gurudwara Temple Karol Bagh",Hotel Benz International,3,1920
Mumbai,2,19.117263,72.882023,"Opp.N.G.Complex, Ashok Nagar,Military Road, Marol, Andheri (East). International Airport",Hotel Ace Residency,2,2005
Akola,1,0,0,Akola city near railway station Akola city near railway station,Welcome Inn,1,1221
New Delhi And NCR,2,28.570535,77.339462,C-79 SEC-30 NEAR-DPS ROAD OPP-ARUNA PLAY SCHOOL NOIDA,Atithee Residency,2,2087
Goa,1,15.5434,73.7628,"Lavina Street, Opp Calangute Panchayat, Calangute, Bardez Calangute, North goa",Castle House,1,1302
Jaipur,3,26.937619,75.795027,"Opposite Krishna Kripa Complex, Subhash Nagar, Near Banipark ShastriNagar",Hotel Goyal Palace,3,1248
Ahmedabad,3,23.038643,72.570966,"Opp Terapanth Hall, B/H Dinesh Hall, Nr Torrent House, B/H Sales India Income Tax, Ahmedabad",Hotel Sahaj Palace Ahmedabad,3,1940
Nainital,4,29.337793,79.542911,"Sattal Road, Bhimtal Sattal Road, Bhimtal",The Royal Court,4,3148
New Delhi And NCR,3,28.645698,77.215856,"8572, Arakshan Road, Paharganj,Near New Delhi Paharganj, New Delhi Railway Station",Hotel Pallvi Palace,3,1857
Ahmedabad,1,23.013303,72.638781,"3rd Floor,  Raj Complex, Rajendra Park Cross Road, N. H. No. 8, Odhav, Ahmedabad Odhav, Ahmedabad",Hotel Sagar Residency,1,2227
New Delhi And NCR,3,28.648933,77.188721,4/64 PADAM SINGH ROAD KAROL BAGH NEW DELHI Karol Bagh,Hotel Singh International,3,1451
New Delhi And NCR,3,28.6469,77.1958,"1041/17, Abdul Rahaman Road, Naiwalan, (Walkable from Jhandewalan Metro Station), Karol Bagh. Karol Bagh",Grand Park Inn,3,2095
New Delhi And NCR,4,28.304921,77.11973,"Damdama Village , Near Damdama Lake Damdana Village",Botanix Nature Resort,4,2648
Mumbai,3,19.0914,72.827976,"Juhu Tara Road,Juhu, Near Juhu Beach,Western Suburb Juhu Beach",Hotel Royal Garden,3,2160
Vijaywada,3,16.502789,80.639627,"40-1-28, MG Road",Fortune Murali Park,3,2032
Bangalore,1,12.9594,77.5938,"19, K H Road, Shantinagar, Bangalore Shantinagar-Lal Bagh",Hotel Telehaus International,1,1104
New Delhi And NCR,5,28.429355,77.29665,"Plot Number 1, Sector 21C, Faridabad Faridabad",Park Plaza - Faridabad,5,2459
Goa,1,15.545662,73.77321,"8/41 A Nigwaddo Saligao, Bardez",Flowers Guest House,1,1091
New Delhi And NCR,3,28.489887,77.083522,"M 11A/13 , Dlf Phase II Gurgaon",Regent Guest House,3,1915
Goa,1,15.595297,73.742434,"North Goa Suites, 306/2 Ozran Beach Road, Vagator, Goa",Vagator Suites 1B BHK,1,1143
New Delhi And NCR,5,28.591879,77.238204,Lodhi Road Lodhi Road,The Lodhi,5,4282
New Delhi And NCR,1,28.652723,77.142337,"Guru Nanak Marg, Channa Market,Block 7A, WEA, Karol Bagh Karol Bagh",Hotel Vishesh (Karol Bagh),1,1686
Ahmedabad,3,23.02974,72.554648,"10, Vasant Baug Society, Opp. IDBI Bank, Gulbai Tekra Road Gulbai Tekra Road",Parker Lords Eco Inn,3,2173
Wardha,1,20.749059,78.601291,"247, Kelkarwadi Hanuman Mandir, Wardha Ho, Opp. Lane To Mahila Dharampeth Bank Opp. Lane To Mahila Dharampeth Bank",Hotel Shavin Residency,1,1834
New Delhi And NCR,5,28.468028,77.059709,Sector 29 National Highway 8 Gurgaon,Crowne Plaza Gurgaon,5,2480
Agra,3,27.190005,78.025003,"6/27, Yamuna Kinara Road Belanganj",Hotel Alleviate,3,1152
Mumbai,2,19.0162,72.8431,"3, Framroz Court, 1st Floor,dadasaheb phalke road,dadar east. 60 Dadasaheb Phalke Rd, Dadar",City Guest House,2,1153
Wayanad,2,11.650924,76.333636,"Muthanga, Kambakody, Sulthan Batherri Muthanga",Wayanad Nature Resorts,2,1188
Pondicherry,1,0,0,Near Iyyanar Koil Kullapalayam Auroville Main road,Aurovilla,1,2061
Goa,1,0,0,"Near Hotel Linda, Baga Road Cobra Vaddo, Calangute, Bardez Goa 403516",Saldanha Kyle Gardens,1,1497
Alwar,2,27.56303971,76.6050462,Manu Marg Alwar,Sparrow Inn by MGB Hotels,2,1769
New Delhi And NCR,1,28.66336114,77.43447051,"B- Near Chowk,, 3, Ambedkar Rd, Kalka Garhi, Naya Ganj, Ghaziabad KALKA GARHI CHOWK, GHAZIABAD",Hotel Redbury,1,1148
New Delhi And NCR,3,28.481247,77.087297,"J-10/6, OPPOSITE SAHARA MALL,MG ROAD,DLF CITY, PHASE-II,",HARIS COURT INNS HOTELS,3,2059
Jaipur,0,26.923455,75.80156,"Central Bus Stand, Station Road Bus stand",Hotel Fort Chandragupt,0,1527
Ahmedabad,2,23.0159,72.5094,"401, Vraj complex, Opp Dhanjay tower, Anand Nagar Road, settelite , Ahmedabad",Hotel  Signature Anand Nagar,2,1437
Bangalore,1 star,0,0,"107, 5th A cross, 3rd block , HRBR layout, Bangalore",Aditya Residency,1,1769
Goa,4 star,15.529038,73.766962,"Anna Waddo, Main Candolim Road, , Bardez",Hyatt Place Goa/ Candolim,4,2932
Goa,4 star,15.623425,73.737197,"H. No. 1435, Kannaikwada, Morjim, Goa , Morjim,",Treebo Turtle Beach Resort,4,3574
Goa,1 star,15.008198,74.027412,"Ourem, Palolem, Canacona, Goa 403702 ,",Palolem Delights,1,2012
Bangalore,1 star,12.977308,77.577164,"10, 5th Main Rd , Gandhinagar,Bangalore",Taj Mahal Hotel,1,1667
Bangalore,3 star,12.936087,77.621421,"52, 5th Cross, 60 Feet Road , 6th Block, Koramangala",Zip Rooms Koramangala,3,1356
Kodaikanal,1 star,10.23523,77.492567,"Opp Bus Stand, Woodville Road , Kodaikanal",JC Grand,1,1526
Goa,1 star,15.012418,74.023585,"Palolem Beach Road , Canacona",Sun N Moon,1,1360
Goa,1 star,15.599028,73.742479,"Casa Blanca, Vagator Beach Road, Plot No 372/1-A, Village Anujuna, Vagator, Bardez, North Goa , Village Anujuna, Vagator, Bardez, North Goa",Yo Yo Goa The Apartment Hotel,1,1887
Kolkata,2 star,22.618676,88.431602,"VIP Road Raghunathpur , Airport Vicinity",Atithi Inn,2,2174
Bangalore,3 star,12.964364,77.604146,"N-2, clapham Street, Richmond road , Richmond Road",Casa Cottage,3,1452
Bangalore,3 star,12.91576,77.634913,"9th Main,13th Corss,6th Sector , H S R Layout-Koramangala",The Elite Royale,3,1661
Goa,1 star,15.002624,74.027672,"Palolem-Colomb ,Cancona,Goa ,",Sevas Huts and Cabanas,1,1548
Kolkata,1 star,0,0,"BLOCK CL 234, SECTOR 2 , SALT LAKE",Indrakshi Service Apartment 6,1,1097
Bangalore,3 star,12.970306,77.597048,"No 21 Suryamukhi Garden Apartments , Vittal Mallya Road",Melange Luxury Service Apartment,3,1937
Kolkata,1 star,22.5331,88.3472,"38, shantipark ,",aasray guest house,1,1154
Goa,1 star,15.545883,73.756357,"Calangute Residency , Calangute Beach",Calangute Residency,1,1533
Kolkata,1 star,22.641988,88.431125,"8/2221, Kazi Nazrul Islam Avenue VIP Road, Beside Big Bazar , VIP Road, Airport Vicinity",Swagatam International - VIP Road,1,1506
Bangalore,3 star,12.972688,77.6088,"No.90/6, Nr Innovative MultiplexOuter Ring Rd , Marathahalli",The Orange Hotel,3,2220
Bangalore,2 star,13.031096,77.541845,"No - 1, 1st Cross, Godown Stree, Opp Yeswanthpur Railway Station , Yeswanthpur",Orchid Residency,2,1020
Bangalore,2 star,13.020175,77.554517,"#37/1railway parallel road,closer to RTO office,Yeshwanthpur , Yeshwantpur,Diagnally opposite to Yeshwanthpur Railway Station ÃƒÆ’Ã†â€™??? Platform No: 1",Hotel Grand Bee,2,1089
Bangalore,4 star,12.9254,77.5858,"No 51, 4th Block, 11th Main, Jayanagar, Bangalore , Jayanagar",Best Western Plus Jagadish,4,2790
Kolkata,1 star,22.569,88.4045,"4,BT ROAD ,",THE PEARL,1,1072
Goa,1 star,15.538909,73.759674,"Tivai Vaddo, calangute Bardez Goa , Calangute , North Goa",Glens Corner,1,1207
Goa,4 star,15.55408,73.753601,"Cobra Vaddo Calangute Bardez , Baga, North Goa",Colonia Santa Maria,4,3983
Goa,2 star,0,0,"Morjim Beach,Modlo Vaddo, , morjim",Mamas Mids Homestay,2,1929
Kolkata,1 star,22.6145,88.453,"43/4, NEW TOWN ROAD , CHINAR PARK",NPG Hotel And Restaurant,1,1692
Goa,4 star,15.5121,73.7831,"Road opp Bank of India, Bhatiwado Nerul , North Goa",Sol De Goa,4,2883
Goa,3 star,15.527425,73.762331,"Anna Vaddo, Candolim , Candolim, North Goa",Sonesta Inns,3,1678
Goa,1 star,15.5814,73.7527,"House No 1112/1 Mazal Vaddo , Anjuna Bardez",Days Guest House,1,2060
Bangalore,1 star,0,0,"No 452 7th A HRBR Layout , Kalyan Nagar , Bangalore",Siesta Sereno 452,1,1895
Goa,3 star,15.663894,73.71414,"241 Junas Waddo ,",Mandrem Retreat,3,1297
Goa,2 star,15.619128,73.735142,"Tembwada, Morjim Beach, , Morjim Beach,North Goa",La Vaiencia,2,1428
Kolkata,1 star,0,0,"Block AG 49, Sector 2 , Salt Lake, Kolkata",S E GUEST HOUSE 1,1,1688
Goa,1 star,15.258452,73.926228,"Benaulim Beach Road, Vasvaddo, , Benaulim",Rosario's Inn Guest House,1,1224
Kolkata,2 star,0,0,"Tower 8 , Premises No 23 , Sankalp II,Newtown , Rajarhat",Sankalp Apartment,2,1986
Kolkata,1 star,0,0,"AL-207, 1st Floor, Sector II , Salt Lake, Kolkata",Swans Cottage,1,1039
Goa,1 star,15.197328,73.941399,"Vila Koithra, Colmorod, Navelim , Colva Beach, South Goa",Koithra Holiday Home,1,1556
Goa,2 star,15.546245,73.794239,"162, BELLE WISTA WADO, CHOGM ROAD, (NEAR SANGOLDA PANCHAYAT, BARDEZ, GOA , North Goa",Belle Vista Wado - Enviro Green Resorts,2,1834
Goa,2 star,15.398235,73.815819,"Hotel Supreme Opp Damodar Temple, Swatantra Path, Vasco Da Gama , Vasco, South Goa",Hotel Supreme,2,1873
Goa,1 star,0,0,"102 Chicolna Bogmallo goa 403806 ,",Tanisha Guest House,1,1745
Goa,1 star,15.543666,73.767365,"Calangute Candolim Beach Road, North Goa , Calangute",Calangute Beauty 2bhk Luxury Apartment,1,1639
Kolkata,3 star,22.561827,88.357885,"109, S.N.Banerjee Road , S.N.Banerjee Road",Mayur Residency,3,1467
Kodaikanal,1 star,10.2455,77.5001,"Kodai Clouds in Garden Near Zion School MM Street, Kodaikanal ,",kodaikanal Cottage,1,1046
Kodaikanal,1 star,10.239272,77.487234,"4/123-5 Fernhill Road, , Therasa Nagar, Kodaikanal",Vedanta Wake Up Fern Kodaikanal,1,1936
Goa,2 star,14.996827,74.03421,"Sea front beach huts patnem canacona , Patnen Canacona",Sea Front huts Patnem,2,2234
Goa,1 star,15.0456,73.9889,"Patnem Beach ,",Cuba Patnem,1,1639
Kolkata,1 star,22.5711,88.3568,"267, B B Ganguly Street , Kolkata",BEEU HOTELS Pvt Ltd,1,1655
Goa,2 star,0,0,"Near Bank Of Baroda,Arpora , Porba Vaddo,Calangute, Bardez",The Golden Nest Deluxe,2,1338
Goa,1 star,15.5971,73.7367,"Ozran Beach Road, Small Vagator, Near Holy Cross Chapel, , Vagator",Santonio Beach Resort,1,1266
Goa,3 star,15.599766,73.746039,"Chapora Road, Vagator , Vagator",Coco's Resort,3,1162
Kodaikanal,2 star,10.247523,77.50223,"5/324 And 5/325, Laws Ghat Road,Near Zion Matriculation School , Kodaikanal",Hotel Mount View,2,1450
Goa,1 star,0,0,"Behind Royal Village, , Dongra vaddo",Parth Inn,1,1495
Goa,1 star,0,0,"Anjuna Road, Mainat Bhatti, , Arpora",Apartment C 2 bhk Vision Green,1,2173
Kolkata,1 star,0,0,"BLOCK BE 219, SECTOR 1 , SALT LAKE, KOLKATA",Sunil Enterprise Guest House Block BE 219,1,1167
Kolkata,2 star,22.631146,88.433709,"VIP Road Ram Krishna pally , Kaikhali",O2 Oxygen Hotel,2,1984
Goa,3 star,15.549723,73.762553,"Lagoon Apartment, Prabhu Vado, Calangute, North Goa , Calangute, North Goa",RK Pleasing Homes,3,1422
Kolkata,1 star,0,0,"BLOCK AE 775 KOLKATA , SECTOR1 SALT LAKE",S E Guest House 4,1,1166
Bangalore,5 star,12.919265,77.665108,"Iblur Gate, ORR Sarjapur Juntion , Sarjapur Road",DoubleTree Suites by Hilton,5,4009
Kolkata,1 star,22.555366,88.314595,"3 S.N. Banerjee Road Next to Regal Cinema , S.N. Banerjee Road Next to Regal Cinema",Hotel Shalimar,1,1262
Goa,3 star,0,0,"Sequeira Vaddo , Candolim, Goa 403515",FabHotel Candolim,3,2299
Bangalore,2 star,12.972804,77.572087,"415, OTC Road, Cottonpet , Bangalore",Hotel StayEasy Majestic,2,2109
Bangalore,2 star,12.933336,77.610408,"No.30,31, 2nd Cross, Bhuvanappa Layout, Thavarakare Main Road, Opp.Forum Mall , Thavarakare Main Road",Emirates Suites,2,1424
Goa,3 star,15.502472,73.771198,"Next to Taz Holiday Village , Candolim, North Goa",Aldeia Santa Rita,3,2128
Kolkata,1 star,0,0,"Block CL 192, SECTOR 2 , Salt lake, kOLKATA",Sunil Enterprise Guest House Block CL 192,1,1172
Goa,1 star,0,0,"Road Opposite Bobs Inn Restau , Sonesta Inn, Villa D Candolim",Villa Calangute Phase 7,1,1268
Goa,1 star,15.503312,73.770503,"dando candolim ,",Lui Beach Resort,1,2007
Kodaikanal,2 star,10.250787,77.498113,"Opposite Chettiar Park , Opp Chettiar Park",Park View Residency,2,1123
Goa,1 star,15.587051,73.812118,"Morod, Near Municipal Market, Opposite Goa Sub Registrar Office , Mapusa",Hotel Mayura,1,2150
Bangalore,2 star,12.960139,77.644165,"#5 1 cross, Murugeshpalya, Airport Road, Beside Kemp Fort, Next to Dominos Pizza , Old Airport Road",Citadel Suites,2,2062
